0.5653 0.45384 0.34156 0.3047 0.18414 0.14344 0.14388 0.14684 0.0958 0.1065 0.11296
0.55932 0.45212 0.38436 0.25894 0.2628 0.13936 0.1361 0.1118 0.0783 0.06988 0.08396
0.50382 0.4035 0.33066 0.21782 0.20394 0.14816 0.11584 0.10074 0.11716 0.08942 0.07348
0.45476 0.43568 0.30434 0.28284 0.23118 0.17918 0.11222 0.11416 0.09524 0.08262 0.07628
0.63036 0.47582 0.32474 0.3238 0.2362 0.135 0.13228 0.11072 0.07702 0.05782 0.06458
0.60994 0.38254 0.38798 0.26862 0.24898 0.1693 0.10946 0.1019 0.08614 0.07336 0.08448
0.59864 0.47172 0.34344 0.27654 0.24672 0.17056 0.12526 0.1088 0.09858 0.09022 0.07184
0.56744 0.4104 0.387 0.23854 0.21108 0.12532 0.13738 0.1177 0.09798 0.0799 0.0923
0.54218 0.40526 0.31482 0.27974 0.2 0.1655 0.10872 0.1104 0.10068 0.08502 0.077
0.52022 0.48174 0.3648 0.2889 0.20726 0.17912 0.15246 0.07408 0.09146 0.09236 0.08116
0.56728 0.43922 0.30004 0.23964 0.1976 0.18012 0.14474 0.11268 0.11616 0.07728 0.06782
