0.47318 0.37194 0.28472 0.27076 0.17556 0.1496 0.16476 0.17748 0.12284 0.14052 0.15032
0.46518 0.37032 0.32642 0.22662 0.25476 0.14634 0.15442 0.13634 0.0989 0.09286 0.11306
0.41034 0.32284 0.27424 0.18716 0.1945 0.15388 0.13322 0.12314 0.14884 0.1177 0.10048
0.36244 0.35482 0.25196 0.2508 0.22082 0.18756 0.1272 0.13776 0.1225 0.10992 0.1029
0.54106 0.3907 0.26802 0.2917 0.22756 0.13934 0.14972 0.13562 0.09806 0.07692 0.08732
0.51492 0.306 0.3268 0.2379 0.24048 0.17554 0.12434 0.12338 0.11008 0.09788 0.11342
0.5043 0.3895 0.2843 0.24626 0.23746 0.1787 0.144 0.13232 0.12626 0.11878 0.09636
0.4732 0.33148 0.32774 0.20946 0.2019 0.1293 0.15732 0.1423 0.12634 0.10596 0.12354
0.4492 0.32458 0.25924 0.24892 0.19158 0.17326 0.12416 0.13516 0.13006 0.11196 0.10394
0.42784 0.39756 0.30846 0.2576 0.19944 0.18904 0.17208 0.0899 0.1152 0.12082 0.10944
0.47342 0.35872 0.24444 0.21164 0.18822 0.18804 0.1647 0.13658 0.14856 0.10358 0.09198
